PONumber,Catalog ID,ItemID,Item Name,Form,When to use the form,Description,Specifications,Category,Subcategory,UserID,User Name,SupplierID,Country,Contact Number,Email,PurchaseDate,DeliveryDate,Quantity,Unit Price,TotalCost,CostCenter,GLAccount,Currency,Budget Owner,Budget,Budget Available,Department,Role,Rating,Avg Delivery Time (Days),Lead Time(hrs),Reliability Score,Quarter,Spend Type,Supplier Name,Spend Compliance,Supervisor Approval(hrs),Buyer Approval(hrs),Finance Approval(hrs),Department Head Approval(hrs)
PO1046,,M305,Hex Bolts,,,Durable hex bolts for secure fastening. Corrosion-resistant.,"Specs: Size: M6-M20, Length: 10-200mm, Material: Steel",Mechanical Parts,Fasteners,US009,Andre Glenn,SUP059,UK,+44 4186341465,outokumpuoyj@gmail.com,02-04-2023,2/13/2023,6,246.81,1480.86,CC105,GL17602,USD,John Doe,60000,58519.14,Maintenance,Procurement Manager,3.27,8,16,4.09,2023 Q1,Direct,Outokumpu Oyj,Yes,4,7,,
PO1096,,E205,Crimp Connectors,,,Reliable crimp connectors for secure electrical connections. Easy to install.,"Specs: Type: Butt, Ring, Spade, Gauge: 22-10 AWG, Material: Copper",Electrical Components,Connectors,US050,Jeffrey Wolfe,SUP061,UK,+44 9069875881,thyssenkruppag@gmail.com,3/17/2024,04-09-2024,6,238.05,1428.3,CC109,GL18001,USD,Alice Johnson,65000,63571.7,Assembly,Department Head,3.08,10,14,4.52,2024 Q1,Direct,ThyssenKrupp AG,Yes,5,7,,
PO1030,CAT001,I094,Flash Furniture 6-Foot Bi-Fold Table,,,The Flash Furniture 6-Foot Bi-Fold Table is a versatile and portable conference table that can be easily stored or transported. It features a bi-fold design and a durable surface.,"Specs: Dimensions: 72"" L x 30"" W x 29.5"" H, bi-fold design, lightweight construction, carrying handle.",Office Furniture,Conference Table,US027,John,SUP041,Brazil,+55 8751586266,watkinsandsons@gmail.com,3/19/2023,3/24/2023,10,135.29,1352.9,CC88,GL16000,USD,Grace Moore,11000000,10998647.1,Warehouse,Employee,4.68,3,13,1.37,2023 Q1,Indirect ,Watkins and Sons,Yes,3,8,,
PO1075,,M303,Spur Gears,,,Precision-engineered spur gears for efficient power transmission. High durability.,"Specs: Module: 1-5, Teeth: 10-50, Material: Steel",Mechanical Parts,Gears,US048,Nancy Collins,SUP065,India,+91 4501290460,baosteelgroup@gmail.com,3/14/2024,3/25/2024,3,447.65,1342.95,CC109,GL18002,USD,Alice Johnson,80000,78657.05,Assembly,Employee,4.28,3,14,1.19,2024 Q1,Direct,Baosteel Group,Yes,4,5,,
PO1066,,P401,Cardboard Boxes,,,Sturdy cardboard boxes for packaging and shipping. Eco-friendly.,"Specs: Size: 10x10x10 to 50x50x50 cm, Material: Corrugated Cardboard, Color: Brown",Packaging Materials,Boxes,US096,Steven Gibbs,SUP057,Japan,+81 9287705850,acerinoxsa@gmail.com,2/15/2024,03-12-2024,6,220.98,1325.88,CC105,GL17603,USD,John Doe,30000,28674.12,Maintenance,Procurement Manager,4.23,5,14,4.8,2024 Q1,Direct,Acerinox SA,Yes,4,7,,
PO1013,CAT004,I120,CyberPowerPC Gamer Xtreme VR,,,The CyberPowerPC Gamer Xtreme VR is a powerful and customizable gaming desktop computer designed for virtual reality gaming. It offers high-performance components and advanced cooling features.,"Specs: Intel Core i7/i9 CPU, up to 64GB RAM, up to 2TB SSD, NVIDIA RTX 3080 GPU, Windows 10.",Computers & Electronics,Desktop Computer,US094,Daniel,SUP044,Australia,+61 8709833097,andrews-ferguson@gmail.com,1/19/2023,2/15/2023,2,629.13,1258.26,CC94,GL16600,USD,Henry Hall,170000,168741.74,Marketing,Procurement Manager,3.57,3,18,4.36,2023 Q1,Indirect ,Andrews-Ferguson,Yes,5,8,,
PO1034,CAT014,I106,Anker Nebula Capsule II,,,"The Anker Nebula Capsule II is a portable and compact projector perfect for outdoor and travel use. It features Android TV, a built-in battery, and a sleek design.","Specs: 200 ANSI lumens, 720p resolution, Android TV 9.0, 4-hour battery life, HDMI input.",Presentation Equipment,Projector,US043,Victoria,SUP054,UK,+44 2326263974,stonerobertsandpeterson@gmail.com,09-09-2023,10-02-2023,1,1146.12,1146.12,CC89,GL16100,USD,Grace Moore,8500000,8498853.88,Warehouse,Department Head,3.25,5,12,2.28,2023 Q3,Indirect ,"Stone, Roberts and Peterson",Yes,3,6,,
PO1101,,I142,Stainless Steel Sheets,,,High-quality stainless steel sheets with excellent corrosion resistance and durability. Ideal for various industrial applications.,"Specs: Grade 304, Thickness: 0.5-3mm, Width: 1000-1500mm, Length: 2000-3000mm",Stainless Steel Products,Raw Materials,US050,Jeffrey Wolfe,SUP059,UK,+44 4186341465,outokumpuoyj@gmail.com,11-08-2023,11/24/2023,3,371.76,1115.28,CC109,GL18000,USD,Alice Johnson,140000,138884.72,Assembly,Department Head,3.27,8,12,4.09,2023 Q4,Direct,Outokumpu Oyj,Yes,4,6,,
PO1044,,I145,Stainless Steel Bars,,,Precision-engineered stainless steel bars with consistent quality. Ideal for machining and structural applications.,"Specs: Grade 303, Diameter: 10-100mm, Length: 3000-6000mm",Stainless Steel Products,Raw Materials,US048,Nancy Collins,SUP067,Germany,+49 2857803066,jfeholdingsinc@gmail.com,07-03-2023,07-10-2023,9,123.53,1111.77,CC109,GL18000,USD,Alice Johnson,140000,138888.23,Assembly,Employee,4.03,10,12,2.03,2023 Q3,Direct,JFE Holdings Inc,Yes,3,6,,
PO1004,CAT016,I122,HP LaserJet Pro M404dn,,,"The HP LaserJet Pro M404dn is a reliable and efficient monochrome laser printer designed for small and medium businesses. It offers fast printing speeds, high-quality output, and convenient connectivity options.","Specs: Up to 40 ppm, 1200x1200 dpi, automatic duplex printing, Ethernet/USB connectivity, 250-sheet tray.",Computers & Electronics,Printer,US049,Scarlett,SUP056,Brazil,+55 1931204028,martinezinc@gmail.com,07-03-2023,7/16/2023,2,538.84,1077.68,CC82,GL15300,USD,John Doe,1500000,1498922.32,Maintenance,Employee,4.2,4,15,2.54,2023 Q3,Indirect ,Martinez Inc,Yes,3,8,,
PO1049,,P405,Shipping Labels,,,Clear shipping labels for easy identification of packages. High durability.,"Specs: Size: 4x6 inches, Material: Paper, Adhesive: Permanent",Packaging Materials,Labels,US022,Dominique Brown,SUP064,France,+33 9801891217,tatasteelltd@gmail.com,3/14/2024,3/20/2024,9,118.01,1062.09,CC109,GL18003,USD,Alice Johnson,40000,38937.91,Assembly,Department Head,4.63,7,17,2.64,2024 Q1,Direct,Tata Steel Ltd,Yes,5,8,,
PO1043,,E202,Fiber Optic Cables,,,Reliable fiber optic cables for high-speed data transmission. Suitable for networking and telecommunications.,"Specs: Single-mode, Length: 100-1000m, Connector: SC/LC",Electrical Components,Cables & Wires,US048,Nancy Collins,SUP070,Canada,+1 1020767728,voestalpineag@gmail.com,4/22/2023,05-03-2023,10,104.28,1042.8,CC109,GL18001,USD,Alice Johnson,65000,63957.2,Assembly,Employee,2.06,4,13,1.06,2023 Q2,Direct,Voestalpine AG,No,3,5,,
PO1051,,E202,Fiber Optic Cables,,,Reliable fiber optic cables for high-speed data transmission. Suitable for networking and telecommunications.,"Specs: Single-mode, Length: 100-1000m, Connector: SC/LC",Electrical Components,Cables & Wires,US018,Selena Ritter,SUP069,Australia,+61 3688564050,carpentertechnologycorp@gmail.com,10/19/2023,11-01-2023,10,104.28,1042.8,CC105,GL17601,USD,John Doe,50000,48957.2,Maintenance,Department Head,2.89,3,14,3.88,2023 Q4,Direct,Carpenter Technology Corp,No,5,7,,
PO1064,,E202,Fiber Optic Cables,,,Reliable fiber optic cables for high-speed data transmission. Suitable for networking and telecommunications.,"Specs: Single-mode, Length: 100-1000m, Connector: SC/LC",Electrical Components,Cables & Wires,US027,Erin Ibarra,SUP059,UK,+44 4186341465,outokumpuoyj@gmail.com,3/13/2024,04-04-2024,10,104.28,1042.8,CC110,GL18101,USD,Bob Lee,75000,73957.2,Production,Procurement Manager,3.27,8,12,4.09,2024 Q1,Direct,Outokumpu Oyj,Yes,5,5,,
PO1038,CAT001,I095,Bush Business Furniture 96W Table,,,The Bush Business Furniture 96W Table is a large conference table suitable for meeting rooms and open workspaces. It features a modern design and a durable laminate surface.,"Specs: Dimensions: 96"" L x 42"" W x 29.5"" H, laminate surface, metal frame, cable management system.",Office Furniture,Conference Table,US010,Alice,SUP041,Brazil,+55 8751586266,watkinsandsons@gmail.com,07-08-2023,7/26/2023,8,129.81,1038.48,CC96,GL16800,USD,Alice Johnson,1400000,1398961.52,Assembly,Employee,4.68,3,14,1.37,2023 Q3,Indirect ,Watkins and Sons,Yes,3,7,,
PO1057,,I145,Stainless Steel Bars,,,Precision-engineered stainless steel bars with consistent quality. Ideal for machining and structural applications.,"Specs: Grade 303, Diameter: 10-100mm, Length: 3000-6000mm",Stainless Steel Products,Raw Materials,US011,Tammy Foster,SUP057,Japan,+81 9287705850,acerinoxsa@gmail.com,3/31/2023,4/27/2023,8,123.53,988.24,CC108,GL17900,USD,Henry Hall,130000,129011.76,Marketing,Procurement Manager,4.23,5,10,4.8,2023 Q1,Direct,Acerinox SA,Yes,,6,,
PO1056,,M303,Spur Gears,,,Precision-engineered spur gears for efficient power transmission. High durability.,"Specs: Module: 1-5, Teeth: 10-50, Material: Steel",Mechanical Parts,Gears,US015,Elizabeth Hunter,SUP061,UK,+44 9069875881,thyssenkruppag@gmail.com,1/20/2023,02-05-2023,2,447.65,895.3,CC106,GL17702,USD,Cathy Brown,70000,0,Finance,Employee,3.08,10,17,4.52,2023 Q1,Direct,ThyssenKrupp AG,Yes,,7,6,
PO1018,CAT009,I100,OFM Core Collection Table,,,The OFM Core Collection Table is a versatile and affordable conference table suitable for various office settings. It features a laminate surface and a sturdy metal frame,"Specs: Dimensions: 72"" L x 36"" W x 29.5"" H, laminate surface, metal frame, easy assembly.",Office Furniture,Conference Table,US028,Lucas,SUP049,France,+33 3746512256,andersonschultzandcook@gmail.com,01-10-2024,1/28/2024,6,148.89,893.34,CC100,GL17200,USD,Bob Lee,1500000,1499106.66,Production,Procurement Manager,3.18,5,11,4.91,2024 Q1,Indirect ,"Anderson, Schultz and Cook",Yes,,7,,
PO1016,CAT011,I089,IKEA Markus,,,"The IKEA Markus is a budget-friendly office chair with a simple yet comfortable design. It features a mesh back, adjustable height, and a tilt mechanism for recline.","Specs: Mesh back, tilt mechanism, height adjustment, padded seat, fixed armrests.",Office Furniture,Office Chair,US021,Ella,SUP051,Australia,+61 5403033309,gregoryltd@gmail.com,1/20/2023,1/23/2023,9,93.02,837.18,CC84,GL15600,USD,Cathy Brown,1200000,1199162.82,Finance,Employee,3.98,4,11,3.9,2023 Q1,Indirect ,Gregory Ltd,Yes,,7,,
PO1067,,E202,Fiber Optic Cables,,,Reliable fiber optic cables for high-speed data transmission. Suitable for networking and telecommunications.,"Specs: Single-mode, Length: 100-1000m, Connector: SC/LC",Electrical Components,Cables & Wires,US061,Thomas Moore,SUP062,France,+33 2983746969,jindalstainlessltd@gmail.com,07-05-2023,7/15/2023,8,104.28,834.24,CC105,GL17601,USD,John Doe,50000,49165.76,Maintenance,Department Head,3.31,9,10,1.87,2023 Q3,Direct,Jindal Stainless Ltd,Yes,,8,,
PO1086,,E202,Fiber Optic Cables,,,Reliable fiber optic cables for high-speed data transmission. Suitable for networking and telecommunications.,"Specs: Single-mode, Length: 100-1000m, Connector: SC/LC",Electrical Components,Cables & Wires,US073,Gloria King,SUP063,China,+86 4571852977,posco@gmail.com,9/30/2023,10/22/2023,8,104.28,834.24,CC106,GL17701,USD,Cathy Brown,60000,0,Finance,Department Head,3.82,10,19,2.15,2023 Q3,Direct,Posco,Yes,,8,6,
PO1012,CAT014,I082,Herman Miller Aeron Chair,,,"The Herman Miller Aeron Chair is an iconic ergonomic office chair designed to provide superior comfort and support. It features a breathable mesh back, adjustable lumbar support, and a tilt mechanism for customized recline.","Specs: Breathable Pellicle mesh, 8Z Pellicle suspension, PostureFit sacral support, 4D armrests, tilt limiter.",Office Furniture,Office Chair,US033,Grace,SUP054,UK,+44 2326263974,stonerobertsandpeterson@gmail.com,5/20/2023,5/31/2023,8,95.62,764.96,CC80,GL15500,USD,John Doe,100000,99235.04,Maintenance,Employee,3.25,5,12,2.28,2023 Q2,Indirect ,"Stone, Roberts and Peterson",Yes,,8,,
PO1082,,I142,Stainless Steel Sheets,,,High-quality stainless steel sheets with excellent corrosion resistance and durability. Ideal for various industrial applications.,"Specs: Grade 304, Thickness: 0.5-3mm, Width: 1000-1500mm, Length: 2000-3000mm",Stainless Steel Products,Raw Materials,US048,Nancy Collins,SUP059,UK,+44 4186341465,outokumpuoyj@gmail.com,11-02-2023,12-01-2023,2,371.76,743.52,CC109,GL18000,USD,Alice Johnson,140000,139256.48,Assembly,Employee,3.27,8,7,4.09,2023 Q4,Direct,Outokumpu Oyj,Yes,,5,,
PO1083,,I145,Stainless Steel Bars,,,Precision-engineered stainless steel bars with consistent quality. Ideal for machining and structural applications.,"Specs: Grade 303, Diameter: 10-100mm, Length: 3000-6000mm",Stainless Steel Products,Raw Materials,US096,Steven Gibbs,SUP063,China,+86 4571852977,posco@gmail.com,7/16/2023,8/15/2023,6,123.53,741.18,CC105,GL17600,USD,John Doe,100000,99258.82,Maintenance,Procurement Manager,3.82,10,11,2.15,2023 Q3,Direct,Posco,Yes,,6,,
PO1093,,E202,Fiber Optic Cables,,,Reliable fiber optic cables for high-speed data transmission. Suitable for networking and telecommunications.,"Specs: Single-mode, Length: 100-1000m, Connector: SC/LC",Electrical Components,Cables & Wires,US004,Zachary Ruiz,SUP066,Brazil,+55 8247304717,arcelormittal@gmail.com,11/17/2023,11/28/2023,7,104.28,729.96,CC108,GL17901,USD,Henry Hall,70000,69270.04,Marketing,Employee,3.92,6,12,3.87,2023 Q4,Direct,ArcelorMittal,Yes,,7,,
PO1094,,M304,Bevel Gears,,,High-quality bevel gears for angular power transmission. Excellent performance.,"Specs: Module: 1-5, Teeth: 15-45, Material: Steel",Mechanical Parts,Gears,US028,Ms. Yvette Collins,SUP056,Brazil,+55 2665306046,steeldynamicsinc@gmail.com,05-05-2023,06-04-2023,3,237.75,713.25,CC107,GL17802,USD,Grace Moore,65000,64286.75,Warehouse,Procurement Manager,3,3,7,2.25,2023 Q2,Direct,Steel Dynamics Inc,Yes,,5,,
PO1054,,I144,Stainless Steel Coils,,,Versatile stainless steel coils offering flexibility in processing and fabrication. Excellent for continuous production lines.,"Specs: Grade 430, Thickness: 0.3-2mm, Width: 600-1200mm, Coil weight: 1-5 tons",Stainless Steel Products,Raw Materials,US097,John Martinez,SUP062,France,+33 2983746969,jindalstainlessltd@gmail.com,9/23/2023,9/27/2023,3,226.13,678.39,CC108,GL17900,USD,Henry Hall,130000,129321.61,Marketing,Employee,3.31,9,10,1.87,2023 Q3,Direct,Jindal Stainless Ltd,Yes,,7,,
PO1061,,I144,Stainless Steel Coils,,,Versatile stainless steel coils offering flexibility in processing and fabrication. Excellent for continuous production lines.,"Specs: Grade 430, Thickness: 0.3-2mm, Width: 600-1200mm, Coil weight: 1-5 tons",Stainless Steel Products,Raw Materials,US011,Tammy Foster,SUP063,China,+86 4571852977,posco@gmail.com,8/21/2023,09-01-2023,3,226.13,678.39,CC108,GL17900,USD,Henry Hall,130000,129321.61,Marketing,Procurement Manager,3.82,10,13,2.15,2023 Q3,Direct,Posco,Yes,,8,,
PO1052,,M301,Ball Bearings,,,High-precision ball bearings for smooth rotational motion. Durable and low friction.,"Specs: Type: Deep Groove, Size: 10-50mm, Material: Steel",Mechanical Parts,Bearings,US006,Mark Parrish,SUP066,Brazil,+55 8247304717,arcelormittal@gmail.com,5/20/2023,06-02-2023,6,110.58,663.48,CC108,GL17902,USD,Henry Hall,75000,74336.52,Marketing,Procurement Manager,3.92,6,11,3.87,2023 Q2,Direct,ArcelorMittal,Yes,,8,,
PO1071,,P403,Bubble Wrap,,,Protective bubble wrap for cushioning fragile items. Lightweight and durable.,"Specs: Bubble Size: 10-20mm, Width: 30-100cm, Length: 10-50m",Packaging Materials,Wraps,US027,Erin Ibarra,SUP064,France,+33 9801891217,tatasteelltd@gmail.com,03-05-2024,04-01-2024,2,318.51,637.02,CC110,GL18103,USD,Bob Lee,42000,41362.98,Production,Procurement Manager,4.63,7,11,2.64,2024 Q1,Direct,Tata Steel Ltd,Yes,,6,,
PO1092,,E202,Fiber Optic Cables,,,Reliable fiber optic cables for high-speed data transmission. Suitable for networking and telecommunications.,"Specs: Single-mode, Length: 100-1000m, Connector: SC/LC",Electrical Components,Cables & Wires,US002,Lori Jones,SUP066,Brazil,+55 8247304717,arcelormittal@gmail.com,07-02-2023,7/22/2023,6,104.28,625.68,CC107,GL17801,USD,Grace Moore,55000,54374.32,Warehouse,Employee,3.92,6,13,3.87,2023 Q3,Direct,ArcelorMittal,Yes,,8,,
PO1063,,P405,Shipping Labels,,,Clear shipping labels for easy identification of packages. High durability.,"Specs: Size: 4x6 inches, Material: Paper, Adhesive: Permanent",Packaging Materials,Labels,US046,Kyle Evans,SUP070,Canada,+1 1020767728,voestalpineag@gmail.com,1/29/2023,2/21/2023,5,118.01,590.05,CC106,GL17703,USD,Cathy Brown,35000,34409.95,Finance,Employee,2.06,4,10,1.06,2023 Q1,Direct,Voestalpine AG,No,,7,,
PO1072,,P405,Shipping Labels,,,Clear shipping labels for easy identification of packages. High durability.,"Specs: Size: 4x6 inches, Material: Paper, Adhesive: Permanent",Packaging Materials,Labels,US038,Alexandra Perry,SUP066,Brazil,+55 8247304717,arcelormittal@gmail.com,2/17/2023,03-05-2023,5,118.01,590.05,CC107,GL17803,USD,Grace Moore,32000,31409.95,Warehouse,Procurement Manager,3.92,6,9,3.87,2023 Q1,Direct,ArcelorMittal,Yes,,6,,
PO1033,CAT006,I117,Microsoft Surface Studio 2,,,"The Microsoft Surface Studio 2 is a powerful and innovative all-in-one desktop computer designed for creative professionals. It features a stunning display, advanced pen and touch capabilities, and high-performance components.","Specs: Intel Core i7 CPU, up to 32GB RAM, up to 2TB SSD, 28"" PixelSense Display, Surface Pen and Dial.",Computers & Electronics,Desktop Computer,US004,Ethan,SUP046,Japan,+81 8055731306,higgins-rivera@gmail.com,03-03-2024,3/29/2024,1,529.88,529.88,CC90,GL16200,USD,Grace Moore,1550000,1549470.12,Warehouse,Procurement Manager,2.17,8,12,2.04,2024 Q1,Indirect ,Higgins-Rivera,No,,8,,
PO1081,,M305,Hex Bolts,,,Durable hex bolts for secure fastening. Corrosion-resistant.,"Specs: Size: M6-M20, Length: 10-200mm, Material: Steel",Mechanical Parts,Fasteners,US081,April Brown,SUP061,UK,+44 9069875881,thyssenkruppag@gmail.com,12/19/2023,1/17/2024,2,246.81,493.62,CC106,GL17702,USD,Cathy Brown,70000,69506.38,Finance,Procurement Manager,3.08,10,7,4.52,2023 Q4,Direct,ThyssenKrupp AG,Yes,,5,,
PO1098,,I146,Stainless Steel Rods,,,High-strength stainless steel rods suitable for various industrial and construction applications. Known for their durability and corrosion resistance.,"Specs: Grade 316, Diameter: 5-50mm, Length: 3000-6000mm",Stainless Steel Products,Raw Materials,US008,Peter Garza,SUP061,UK,+44 9069875881,thyssenkruppag@gmail.com,02-06-2024,2/26/2024,1,477.62,477.62,CC105,GL17600,USD,John Doe,100000,99522.38,Maintenance,Department Head,3.08,10,8,4.52,2024 Q1,Direct,ThyssenKrupp AG,Yes,,6,,
PO1100,,I146,Stainless Steel Rods,,,High-strength stainless steel rods suitable for various industrial and construction applications. Known for their durability and corrosion resistance.,"Specs: Grade 316, Diameter: 5-50mm, Length: 3000-6000mm",Stainless Steel Products,Raw Materials,US097,John Martinez,SUP056,Brazil,+55 2665306046,steeldynamicsinc@gmail.com,05-02-2023,05-04-2023,1,477.62,477.62,CC108,GL17900,USD,Henry Hall,130000,129522.38,Marketing,Employee,3,3,7,2.25,2023 Q2,Direct,Steel Dynamics Inc,Yes,,5,,
PO1099,,M304,Bevel Gears,,,High-quality bevel gears for angular power transmission. Excellent performance.,"Specs: Module: 1-5, Teeth: 15-45, Material: Steel",Mechanical Parts,Gears,US076,Carolyn Conner,SUP058,Australia,+61 9207279661,aperamsa@gmail.com,01-11-2024,1/21/2024,2,237.75,475.5,CC106,GL17702,USD,Cathy Brown,70000,69524.5,Finance,Employee,4.76,6,10,3.08,2024 Q1,Direct,Aperam SA,Yes,,7,,
PO1025,CAT013,I088,Autonomous ErgoChair 2,,,"The Autonomous ErgoChair 2 is an affordable ergonomic office chair with a range of adjustments for customized comfort. It features a breathable mesh back, adjustable lumbar support, and a tilt mechanism with tension control.","Specs: Mesh back and seat, adjustable lumbar support, tilt mechanism, height adjustment, adjustable armrests.",Office Furniture,Office Chair,US079,David,SUP053,Germany,+49 3914939164,walters-roberts@gmail.com,02-02-2024,2/20/2024,5,93.32,466.6,CC92,GL16400,USD,Henry Hall,1300000,1299533.4,Marketing,Employee,4.75,7,11,1.73,2024 Q1,Indirect ,Walters-Roberts,Yes,,8,,
PO1069,,I144,Stainless Steel Coils,,,Versatile stainless steel coils offering flexibility in processing and fabrication. Excellent for continuous production lines.,"Specs: Grade 430, Thickness: 0.3-2mm, Width: 600-1200mm, Coil weight: 1-5 tons",Stainless Steel Products,Raw Materials,US052,Jessica Foley,SUP056,Brazil,+55 2665306046,steeldynamicsinc@gmail.com,03-06-2024,3/14/2024,2,226.13,452.26,CC110,GL18100,USD,Bob Lee,150000,149547.74,Production,Employee,3,3,10,2.25,2024 Q1,Direct,Steel Dynamics Inc,Yes,,5,,
PO1035,CAT002,I133,Netgear GS105NA,,,The Netgear GS105NA is an unmanaged Gigabit Ethernet switch designed for simple and affordable network expansion. It offers plug-and-play installation and reliable connectivity for small networks.,"Specs: 5 Gigabit Ethernet ports, fanless design, desktop/wall-mount, auto MDI/MDI-X, plug-and-play.",Networking Devices,Switch,US023,Emma,SUP042,China,+86 8225363856,sanders-callahan@gmail.com,3/14/2024,3/24/2024,8,55.89,447.12,CC83,GL15400,USD,John Doe,5000000,4999552.88,Maintenance,Employee,4.69,4,10,1.3,2024 Q1,Indirect ,Sanders-Callahan,Yes,,8,,
PO1058,,M302,Roller Bearings,,,Robust roller bearings for heavy-duty applications. High load capacity.,"Specs: Type: Cylindrical, Size: 20-100mm, Material: Steel",Mechanical Parts,Bearings,US018,Selena Ritter,SUP066,Brazil,+55 8247304717,arcelormittal@gmail.com,01-10-2024,1/16/2024,1,445.75,445.75,CC105,GL17602,USD,John Doe,60000,59554.25,Maintenance,Department Head,3.92,6,11,3.87,2024 Q1,Direct,ArcelorMittal,Yes,,6,,
PO1073,,P401,Cardboard Boxes,,,Sturdy cardboard boxes for packaging and shipping. Eco-friendly.,"Specs: Size: 10x10x10 to 50x50x50 cm, Material: Corrugated Cardboard, Color: Brown",Packaging Materials,Boxes,US014,Vincent Graham,SUP057,Japan,+81 9287705850,acerinoxsa@gmail.com,03-03-2024,3/20/2024,2,220.98,441.96,CC105,GL17603,USD,John Doe,30000,29558.04,Maintenance,Procurement Manager,4.23,5,13,4.8,2024 Q1,Direct,Acerinox SA,Yes,,8,,
PO1001,CAT009,I097,Regency Legacy Conference Table,,,The Regency Legacy Conference Table is a classic and elegant conference table designed for executive offices. It features a solid wood construction and a rich finish.,"Specs: Dimensions: 120"" L x 48"" W x 30"" H, solid wood construction, rich finish, cable management system.",Office Furniture,Conference Table,US084,Harper,SUP049,France,+33 3746512256,andersonschultzandcook@gmail.com,01-04-2023,1/19/2023,2,189.25,378.5,CC100,GL17200,USD,Bob Lee,1500000,1499621.5,Production,Procurement Manager,3.18,5,13,4.91,2023 Q1,Indirect ,"Anderson, Schultz and Cook",Yes,,8,,
PO1020,CAT010,I097,Regency Legacy Conference Table,,,The Regency Legacy Conference Table is a classic and elegant conference table designed for executive offices. It features a solid wood construction and a rich finish.,"Specs: Dimensions: 120"" L x 48"" W x 30"" H, solid wood construction, rich finish, cable management system.",Office Furniture,Conference Table,US075,Abigail,SUP050,India,+91 3040978814,thompson-lopez@gmail.com,3/25/2024,3/31/2024,2,189.25,378.5,CC84,GL15600,USD,Cathy Brown,1200000,1199621.5,Finance,Department Head,2.57,7,11,2.05,2024 Q1,Indirect ,Thompson-Lopez,No,,7,,
PO1009,CAT011,I091,Sihoo Ergonomic Office Chair,,,"The Sihoo Ergonomic Office Chair is a budget-friendly option that offers ergonomic features for long-term comfort. It features a breathable mesh back, adjustable lumbar support, and a tilt mechanism with tension control.","Specs: Mesh back, adjustable lumbar support, tilt mechanism, height adjustment, padded seat.",Office Furniture,Office Chair,US031,Evelyn,SUP051,Australia,+61 5403033309,gregoryltd@gmail.com,3/14/2024,3/17/2024,4,92.8,371.2,CC100,GL17200,USD,Bob Lee,1500000,1499628.8,Production,Employee,3.98,4,10,3.9,2024 Q1,Indirect ,Gregory Ltd,Yes,,5,,
PO1010,CAT004,I133,Netgear GS105NA,,,The Netgear GS105NA is an unmanaged Gigabit Ethernet switch designed for simple and affordable network expansion. It offers plug-and-play installation and reliable connectivity for small networks.,"Specs: 5 Gigabit Ethernet ports, fanless design, desktop/wall-mount, auto MDI/MDI-X, plug-and-play.",Networking Devices,Switch,US016,Emily,SUP044,Australia,+61 8709833097,andrews-ferguson@gmail.com,3/19/2023,4/17/2023,6,55.89,335.34,CC91,GL16300,USD,Grace Moore,5500000,5499664.66,Warehouse,Procurement Manager,3.57,3,10,4.36,2023 Q1,Indirect ,Andrews-Ferguson,Yes,,8,,
PO1021,CAT004,I133,Netgear GS105NA,,,The Netgear GS105NA is an unmanaged Gigabit Ethernet switch designed for simple and affordable network expansion. It offers plug-and-play installation and reliable connectivity for small networks.,"Specs: 5 Gigabit Ethernet ports, fanless design, desktop/wall-mount, auto MDI/MDI-X, plug-and-play.",Networking Devices,Switch,US093,Charlotte,SUP044,Australia,+61 8709833097,andrews-ferguson@gmail.com,8/21/2023,9/15/2023,6,55.89,335.34,CC104,GL17500,USD,Bob Lee,8000000,7999664.66,Production,Employee,3.57,3,8,4.36,2023 Q3,Indirect ,Andrews-Ferguson,Yes,,5,,
PO1017,CAT016,I094,Flash Furniture 6-Foot Bi-Fold Table,,,The Flash Furniture 6-Foot Bi-Fold Table is a versatile and portable conference table that can be easily stored or transported. It features a bi-fold design and a durable surface.,"Specs: Dimensions: 72"" L x 30"" W x 29.5"" H, bi-fold design, lightweight construction, carrying handle.",Office Furniture,Conference Table,US056,Ryan,SUP056,Brazil,+55 1931204028,martinezinc@gmail.com,3/31/2023,4/26/2023,2,135.29,270.58,CC92,GL16400,USD,Henry Hall,1300000,1299729.42,Marketing,Procurement Manager,4.2,4,10,2.54,2023 Q1,Indirect ,Martinez Inc,Yes,,5,,
PO1023,CAT008,I096,Alera Valencia Series Conference Table,,,The Alera Valencia Series Conference Table is a stylish and functional conference table with a modern design. It features a laminate surface and a sleek metal frame.,"Specs: Dimensions: 72"" L x 36"" W x 29.5"" H, laminate surface, metal frame, modular design.",Office Furniture,Conference Table,US050,Logan,SUP048,France,+33 8784168602,walters-baldwin@gmail.com,1/29/2023,2/16/2023,2,124.34,248.68,CC96,GL16800,USD,Alice Johnson,1400000,1399751.32,Assembly,Department Head,4.79,3,10,1.6,2023 Q1,Indirect ,Walters-Baldwin,Yes,,6,,
PO1065,,M301,Ball Bearings,,,High-precision ball bearings for smooth rotational motion. Durable and low friction.,"Specs: Type: Deep Groove, Size: 10-50mm, Material: Steel",Mechanical Parts,Bearings,US082,Caleb Jones,SUP069,Australia,+61 3688564050,carpentertechnologycorp@gmail.com,02-02-2024,2/21/2024,2,110.58,221.16,CC106,GL17702,USD,Cathy Brown,70000,0,Finance,Employee,2.89,3,17,3.88,2024 Q1,Direct,Carpenter Technology Corp,No,,7,6,
